batch_id,timestamp,report_name,status,auto_datetime,bidirectional_count,missing_descriptions,failure_reasons
20260201_211709,2026-02-01 21:17:09,AbinBev Theme File,PASS,PASS,0,0,
20260201_211709,2026-02-01 21:17:09,AbinBev Theme File,PASS,PASS,0,0,
20260201_212200,2026-02-01 21:22:00,AbinBev Theme File,PASS,PASS,0,0,
20260201_212200,2026-02-01 21:22:00,AbinBev Theme File,PASS,PASS,0,0,
20260201_212305,2026-02-01 21:23:05,AbinBev Theme File,PASS,PASS,0,0,
20260201_212315,2026-02-01 21:23:15,AbinBev Theme File,PASS,PASS,0,0,
20260201_212315,2026-02-01 21:23:15,AdventureWorks Sales,PASS,PASS,0,0,
20260213_091219,2026-02-13 09:12:19,123emissionbops,FAIL,PASS,0,3,3 Measure(s) without descriptions
20260213_091219,2026-02-13 09:12:19,CEA Ranking,FAIL,PASS,0,2,2 Measure(s) without descriptions
